#RFSPIN DIGITIZED
#Freq (GHz), Gain (dB)
0.2757361979584202, 4.399176954732509
0.2783710117043451, 4.802469135802468
0.28229918229918227, 5.148148148148145
0.2849233071455294, 5.436213991769545
0.28885949441505, 5.868312757201643
0.29671049115493564, 6.502057613168722
0.2993399604510716, 6.8477366255144005
0.3045534712201379, 7.049382716049381
0.31626583293249966, 7.308641975308639
0.32538079204745873, 7.5679012345679
0.33576773021217465, 7.53909465020576
0.34485329485329486, 7.481481481481481
0.35394954839399284, 7.53909465020576
0.3630511463844797, 7.6543209876543195
0.3734487734487735, 7.740740740740739
0.381257014590348, 7.913580246913577
0.3903612848057293, 8.057613168724277
0.39687082464860246, 8.230452674897117
0.40467639356528246, 8.374485596707816
0.4150820373042596, 8.547325102880656
0.42678905456683236, 8.748971193415635
0.4384907273796163, 8.893004115226335
0.45149911816578486, 9.123456790123456
0.4658062102506547, 9.353909465020575
0.47751589973812203, 9.584362139917694
0.4892149003260115, 9.699588477366254
0.4996151996151997, 9.814814814814813
0.5126129015017904, 9.930041152263373
0.5256132756132756, 10.074074074074073
0.5386083052749719, 10.160493827160492
0.5516060071615627, 10.275720164609051
0.5672011116455562, 10.390946502057611
0.5775960664849553, 10.44855967078189
0.5957912457912458, 10.592592592592592
0.6113836780503448, 10.67901234567901
0.6282748116081449, 10.76543209876543
0.6412698412698413, 10.85185185185185
0.6503687670354337, 10.938271604938269
0.6594463150018706, 10.79423868312757
0.6698225642670088, 10.65020576131687
0.6827881994548661, 10.41975308641975
0.6944631500187057, 10.275720164609051
0.7048393992838439, 10.13168724279835
0.7204104537437872, 9.987654320987652
0.7294933461600129, 9.90123456790123
0.7411682967238523, 9.757201646090532
0.7502511891400782, 9.670781893004111
0.7580567580567581, 9.814814814814813
0.7671610282721394, 9.958847736625511
0.7736652236652237, 10.074074074074073
0.780169419058308, 10.18930041152263
0.7892710170487949, 10.304526748971192
0.7996793330126664, 10.50617283950617
0.8087836032280478, 10.65020576131687
0.8165918443696223, 10.82304526748971
0.8243974132863023, 10.967078189300409
0.8361044305488751, 11.168724279835388
0.8426112981668539, 11.31275720164609
0.8504168670835338, 11.456790123456788
0.859507776174443, 11.456790123456788
0.868604029715141, 11.514403292181067
0.8763989097322431, 11.543209876543209
0.8906899684677463, 11.600823045267488
0.9062797285019508, 11.658436213991767
0.9205681150125595, 11.687242798353907
0.9361525305969751, 11.687242798353907
0.9491422158088826, 11.716049382716047
0.9608492330714554, 11.917695473251026
0.9725562503340283, 12.119341563786005
0.9829645662978997, 12.320987654320984
0.9933728822617712, 12.522633744855964
0.9998770776548555, 12.637860082304524
1.0141601197156753, 12.609053497942384
1.0375287264176154, 12.522633744855964
1.062198706643151, 12.465020576131685
1.08557265779488, 12.436213991769545
1.1024531024531026, 12.407407407407405
1.1232510288065845, 12.609053497942384
1.1362487306931754, 12.724279835390945
1.149246432579766, 12.839506172839503
1.167428250761584, 12.839506172839503
1.1817139650472983, 12.839506172839503
1.1934022767356103, 12.839506172839503
1.1998931110042221, 12.810699588477362
1.2128694350916573, 12.695473251028805
1.2245470578803914, 12.580246913580243
1.236224680669125, 12.465020576131685
1.2504997060552618, 12.349794238683124
1.2595986318208539, 12.436213991769545
1.2686975575864468, 12.522633744855964
1.2803965581743362, 12.637860082304524
1.2894981561648229, 12.753086419753084
1.2998984554540112, 12.868312757201643
